recipenlg_어휘,flavorgraph_노드,매칭방식,recipenlg_빈도,부분후보
whole cloves,whole_clove,정확(수),2902,
marshmallow cream,marshmallow_cream,정확,2884,
mustard seeds,mustard_seed,정확(수),2879,
poppy seeds,poppy_seed,정확(수),2874,
okra,okra,정확,2870,
sweet paprika,sweet_paprika,정확,2861,
white,,부분(미승인),2848,firm_white_fish|sauterne_white_wine|powdered_egg_white
bran,,부분(미승인),2842,all_bran_cereal|rice_bran_oil|100%_bran
baguette,baguette,정확,2828,
flat-leaf parsley,,부분(미승인),2826,parsley
baby carrots,baby_carrot,정확(수),2821,
Salad,,부분(미승인),2812,italian_salad_dressing|salad_oil|salad_macaroni
parmesan,,부분(미승인),2808,fat_free_parmesan_cheese|low_fat_parmesan_cheese|vegetarian_parmesan_cheese
Oats,oat,정확(수),2795,
weight Cream Cheese,,부분(미승인),2785,cheese|cream
red food coloring,red_food_coloring,정확,2776,
taco seasoning mix,taco_seasoning_mix,정확,2772,
tapioca,tapioca,정확,2771,
chocolate pudding,chocolate_pudding,정확,2766,
apricot,apricot,정확,2761,
white flour,,부분(미승인),2759,flour
germ,,부분(미승인),2753,toasted_wheat_germ|wheat_germ
red cabbage,red_cabbage,정확,2743,
white beans,white_bean,정확(수),2742,
onion soup mix,onion_soup_mix,정확,2735,
lemon jello,,부분(미승인),2731,lemon
Ground Beef,ground_beef,정확,2730,
slivered almonds,slivered_almond,정확(수),2723,
Sake,sake,정확,2703,
tequila,tequila,정확,2702,
Spinach,spinach,정확,2697,
Worcestershire Sauce,worcestershire_sauce,정확,2695,
Ground Cinnamon,ground_cinnamon,정확,2692,
oysters,oyster,정확(수),2672,
center,,부분(미승인),2670,center_cut_pork_loin_chop|center_cut_pork_chop|boneless_center_cut_pork_loin_roast
cold unsalted butter,,부분(미승인),2664,butter
herbs,herb,정확(수),2644,
Romano cheese,romano_cheese,정확,2638,
clams,clam,정확(수),2638,
pork loin,pork_loin,정확,2636,
Chili Powder,chili_powder,정확,2636,
anise,anise,정확,2631,
Dream Whip,dream_whip,정확,2622,
milk chocolate chips,milk_chocolate_chip,정확(수),2621,
basmati rice,basmati_rice,정확,2615,
white cake,,부분(미승인),2614,cake
prunes,prune,정확(수),2600,
vegetable,vegetable,정확,2594,
cracked black pepper,,부분(미승인),2592,pepper
ground almonds,ground_almond,정확(수),2583,
artichokes,artichoke,정확(수),2569,
wine,wine,정확,2559,
mirin,mirin,정확,2557,
shredded coconut,shredded_coconut,정확,2550,
Avocado,avocado,정확,2549,
Mix,,부분(미승인),2547,herb_stuffing_mix|prepared_sweet_and_sour_mix|pistachio_pudding_mix
shredded Monterey Jack cheese,,부분(미승인),2537,cheese
Ketchup,ketchup,정확,2534,
kale,kale,정확,2529,
mussels,mussel,정확(수),2525,
chicken bouillon,chicken_bouillon,정확,2518,
fresh thyme,fresh_thyme,정확,2511,
parsnips,parsnip,정확(수),2509,
teriyaki sauce,teriyaki_sauce,정확,2504,
Canola Oil,canola_oil,정확,2497,
pork shoulder,pork_shoulder,정확,2494,
crunchy peanut butter,crunchy_peanut_butter,정확,2471,
ginger root,,부분(미승인),2464,ginger
white onions,white_onion,정확(수),2457,
chilies,chilies,정확,2452,
Shrimp,shrimp,정확,2452,
green,green,정확,2450,
pastry shell,pastry_shell,정확,2448,
chicken bouillon cubes,chicken_bouillon_cube,정확(수),2445,
caraway seeds,caraway_seed,정확(수),2439,
fresh coriander,fresh_coriander,정확,2434,
Salsa,salsa,정확,2429,
wild rice,wild_rice,정확,2413,
Italian bread,italian_bread,정확,2413,
saffron,saffron,정확,2409,
Peanut Butter,peanut_butter,정확,2395,
caraway seed,caraway_seed,정확,2392,
fruit,fruit,정확,2392,
orange juice concentrate,orange_juice_concentrate,정확,2387,
sherry wine,sherry_wine,정확,2384,
fennel bulb,fennel_bulb,정확,2382,
Zucchini,zucchini,정확,2367,
baking cocoa,baking_cocoa,정확,2364,
mascarpone cheese,mascarpone_cheese,정확,2359,
Pasta,pasta,정확,2343,
chuck roast,chuck_roast,정확,2339,
pumpkin seeds,pumpkin_seed,정확(수),2327,
corn chips,corn_chip,정확(수),2323,
lentils,lentil,정확(수),2315,
liqueur,liqueur,정확,2315,
nonfat yogurt,nonfat_yogurt,정확,2311,
pimientos,pimiento,정확(수),2310,
sunflower oil,sunflower_oil,정확,2306,
mustard powder,mustard_powder,정확,2296,
Rosemary,rosemary,정확,2293,
Pet milk,pet_milk,정확,2289,
semi-sweet chocolate,,부분(미승인),2281,chocolate
orange jello,,부분(미승인),2273,orange
whole wheat bread,whole_wheat_bread,정확,2273,
light mayonnaise,light_mayonnaise,정확,2273,
Apples,apple,정확(수),2273,
Mozzarella,,부분(미승인),2271,fresh_mozzarella_cheese|fresh_mozzarella_ball|fat_free_mozzarella_cheese
Sesame oil,sesame_oil,정확,2268,
Maple Syrup,maple_syrup,정확,2268,
Cayenne Pepper,cayenne_pepper,정확,2255,
Mirin,mirin,정확,2248,
chili,chili,정확,2241,
marinara sauce,marinara_sauce,정확,2237,
Green Onions,green_onion,정확(수),2236,
Cucumber,cucumber,정확,2229,
pear,pear,정확,2226,
Unsalted Butter,unsalted_butter,정확,2222,
green tomatoes,,부분(미승인),2221,green
fresh broccoli,fresh_broccoli,정확,2213,
yellow pepper,yellow_pepper,정확,2212,
fresh Italian parsley,fresh_italian_parsley,정확,2212,
barley,barley,정확,2201,
powdered milk,powdered_milk,정확,2199,
orange peel,orange_peel,정확,2192,
regular,,부분(미승인),2190,regular_margarine
biscuit mix,biscuit_mix,정확,2187,
meat,meat,정확,2186,
Extra virgin olive oil,extra_virgin_olive_oil,정확,2184,
Brussels,,부분(미승인),2181,brussels_sprout|frozen_brussels_sprout|fresh_brussels_sprout
peppermint,peppermint,정확,2175,
low-fat milk,,부분(미승인),2174,milk
semisweet chocolate,semisweet_chocolate,정확,2163,
kernel corn,kernel_corn,정확,2162,
Crisco oil,,부분(미승인),2161,crisco|oil
nonfat milk,nonfat_milk,정확,2150,
beef bouillon,beef_bouillon,정확,2143,
fresh asparagus,fresh_asparagus,정확,2139,
white corn syrup,white_corn_syrup,정확,2135,
butter beans,butter_bean,정확(수),2129,
sake,sake,정확,2128,
cornflour,cornflour,정확,2126,
CAKE,cake,정확,2126,
stock,stock,정확,2115,
fryer,fryer,정확,2114,
White Sugar,white_sugar,정확,2113,
ground white pepper,,부분(미승인),2111,pepper
white chocolate chips,white_chocolate_chip,정확(수),2110,
warm milk,,부분(미승인),2105,milk
broth,broth,정확,2104,
Strawberries,,부분(미승인),2103,frozen_strawberries_in_syrup|frozen_sliced_strawberries_in_syrup
flank steak,flank_steak,정확,2086,
clam juice,clam_juice,정확,2082,
Syrup,syrup,정확,2072,
Extra-virgin olive oil,,부분(미승인),2063,olive|oil
tart apples,tart_apple,정확(수),2056,
Dijon mustard,dijon_mustard,정확,2049,
cantaloupe,cantaloupe,정확,2047,
frozen hash browns,frozen_hash_brown,정확(수),2046,
Tomato Sauce,tomato_sauce,정확,2045,
chili beans,chili_bean,정확(수),2041,
popcorn,popcorn,정확,2037,
Coffee,coffee,정확,2029,
pie crust,pie_crust,정확,2026,
crushed ice,,부분(미승인),2023,ice
graham cracker pie crust,graham_cracker_pie_crust,정확,2022,
lump crabmeat,lump_crabmeat,정확,2022,
Margarine,margarine,정확,2018,
gin,gin,정확,2018,
sesame seed,sesame_seed,정확,2017,
scallops,scallop,정확(수),2014,
lemon wedges,lemon_wedge,정확(수),2009,
nonstick cooking spray,nonstick_cooking_spray,정확,2008,
cherry,cherry,정확,2003,
Ham,ham,정확,2003,
vanilla yogurt,vanilla_yogurt,정확,2002,
Crackers,cracker,정확(수),2002,
corn muffin,corn_muffin,정확,1992,
asparagus,asparagus,정확,1991,
Lime Juice,lime_juice,정확,1989,
Bananas,banana,정확(수),1986,
Red,,부분(미승인),1983,red_jell_o|hot_red_chili_pepper|dried_hot_red_chile
Pineapple,pineapple,정확,1979,
turkey breast,turkey_breast,정확,1963,
Grand Marnier,grand_marnier,정확,1954,
chili pepper,chili_pepper,정확,1935,
light sour cream,,부분(미승인),1932,cream
Sausage,sausage,정확,1932,
pineapple tidbits,pineapple_tidbit,정확(수),1928,
muffins,muffin,정확(수),1927,
lobster,lobster,정확,1920,
rice flour,rice_flour,정확,1920,
feta,feta,정확,1913,
Cheddar cheese soup,cheddar_cheese_soup,정확,1906,
Fresh Basil,fresh_basil,정확,1905,
chile powder,,부분(미승인),1904,chile
brown mustard,brown_mustard,정확,1903,
Kahlua,kahlua,정확,1897,
grapeseed oil,grapeseed_oil,정확,1884,
Banana,banana,정확,1872,
arborio rice,arborio_rice,정확,1867,
red chili pepper,red_chili_pepper,정확,1865,
Powdered sugar,powdered_sugar,정확,1863,
Vegetable cooking spray,,부분(미승인),1860,vegetable
Yeast,yeast,정확,1847,
raspberry,raspberry,정확,1842,
Barbecue Sauce,barbecue_sauce,정확,1842,
salmon fillet,salmon_fillet,정확,1840,
green chili peppers,green_chili_pepper,정확(수),1838,
food coloring,food_coloring,정확,1838,
steak,steak,정확,1835,
instant coffee,instant_coffee,정확,1833,
Raisins,raisin,정확(수),1831,
steak sauce,steak_sauce,정확,1830,
Ground Black Pepper,ground_black_pepper,정확,1830,
Philadelphia cream cheese,philadelphia_cream_cheese,정확,1828,
pasta sauce,pasta_sauce,정확,1828,
romano cheese,romano_cheese,정확,1827,
Curry,curry,정확,1821,
brownie mix,,부분(미승인),1819,brownie
Pastry,,부분(미승인),1819,pastry_cream|puff_pastry_sheet|pastry_crust
hot pepper sauce,hot_pepper_sauce,정확,1818,
sweet onions,sweet_onion,정확(수),1801,
simple syrup,simple_syrup,정확,1801,
chunky peanut butter,chunky_peanut_butter,정확,1795,
ground lamb,ground_lamb,정확,1794,
Splenda sugar substitute,splenda_sugar_substitute,정확,1794,
ghee,ghee,정확,1780,
lime jello,,부분(미승인),1779,lime
red chilies,red_chilies,정확,1778,
nectar,,부분(미승인),1776,pear_nectar|guava_nectar|apricot_nectar
Greek yogurt,greek_yogurt,정확,1775,
Black Beans,black_bean,정확(수),1774,
beef tenderloin,beef_tenderloin,정확,1772,
Frosting,frosting,정확,1772,
Lemon wedges,lemon_wedge,정확(수),1771,
Canola oil,canola_oil,정확,1762,
Sour cream,sour_cream,정확,1761,
Splenda,,부분(미승인),1757,splenda_brown_sugar_blend|splenda_granular|splenda_sugar_substitute
Baking powder,baking_powder,정확,1756,
cajun seasoning,cajun_seasoning,정확,1748,
dark brown sugar,dark_brown_sugar,정확,1744,
cardamom,cardamom,정확,1737,
long-grain rice,,부분(미승인),1735,rice
Marinade,marinade,정확,1733,
pearl barley,pearl_barley,정확,1732,
Brown sugar,brown_sugar,정확,1729,
white Karo syrup,,부분(미승인),1728,syrup
mace,mace,정확,1727,
purple onion,purple_onion,정확,1707,
biscuits,biscuit,정확(수),1705,
dried basil,dried_basil,정확,1696,
Bourbon,bourbon,정확,1691,
fresh gingerroot,fresh_gingerroot,정확,1688,
salad greens,salad_green,정확(수),1687,
cheddar,,부분(미승인),1686,sharp_cheddar_cheese|kraft_shredded_triple_cheddar_cheese_with_a_touch_of_philadelphia|sharp_white_cheddar_cheese
cumin powder,cumin_powder,정확,1675,
polenta,polenta,정확,1674,
Beans,bean,정확(수),1673,
corned beef,corned_beef,정확,1669,
maple,,부분(미승인),1667,maple_syrup|maple_flavoring|maple_sugar
baby arugula,baby_arugula,정확,1666,
red beans,red_bean,정확(수),1660,
ground cayenne pepper,ground_cayenne_pepper,정확,1660,
freshly squeezed lime juice,,부분(미승인),1660,lime|juice
anchovies,,부분(미승인),1653,anchovies_packed_in_oil
chunky salsa,chunky_salsa,정확,1644,
Marshmallow Creme,marshmallow_creme,정확,1644,
Dough,,부분(미승인),1641,peanut_butter_cookie_dough|pillsbury_ready_made_pie_dough|recipe_pizza_dough
beef brisket,beef_brisket,정확,1640,
Cake,cake,정확,1640,
pesto sauce,pesto_sauce,정확,1635,
Coconut,coconut,정확,1633,
Dijon Mustard,dijon_mustard,정확,1632,
watermelon,watermelon,정확,1623,
white cake mix,white_cake_mix,정확,1622,
dill pickles,dill_pickle,정확(수),1620,
gruyere cheese,gruyere_cheese,정확,1614,
rice wine,rice_wine,정확,1611,
white mushrooms,white_mushroom,정확(수),1610,
seasoning,seasoning,정확,1609,
red curry,,부분(미승인),1609,curry
Doritos,doritos,정확,1608,
dough,,부분(미승인),1607,peanut_butter_cookie_dough|pillsbury_ready_made_pie_dough|recipe_pizza_dough
chocolate cake mix,chocolate_cake_mix,정확,1605,
soymilk,soymilk,정확,1602,
stew meat,stew_meat,정확,1601,
coffee granules,,부분(미승인),1599,coffee
fennel seed,fennel_seed,정확,1597,
ground chicken,ground_chicken,정확,1590,
kielbasa,kielbasa,정확,1587,
corn bread,,부분(미승인),1586,corn|bread
beef stew meat,beef_stew_meat,정확,1586,
Cabbage,cabbage,정확,1585,
black,,부분(미승인),1583,brine_cured_black_olive|black_grape|fresh_ground_black_pepper
ground round,ground_round,정확,1579,
bitters,bitter,정확(수),1575,
squash,squash,정확,1574,
Tabasco,,부분(미승인),1570,tabasco_brand_chipotle_pepper_sauce|tabasco_jalapeno_sauce|tabasco_sauce
White Wine,white_wine,정확,1569,
Yellow Onion,yellow_onion,정확,1566,
golden raisin,golden_raisin,정확,1562,
Red Bell Pepper,red_bell_pepper,정확,1561,
cremini mushrooms,cremini_mushroom,정확(수),1561,
Apple,apple,정확,1559,
penne,penne,정확,1554,
sweet basil,sweet_basil,정확,1551,
limes,lime,정확(수),1549,
salami,salami,정확,1545,
lemon flavoring,lemon_flavoring,정확,1545,
apple pie filling,apple_pie_filling,정확,1545,
FROSTING,frosting,정확,1539,
hot sausage,hot_sausage,정확,1534,
paraffin,,부분(미승인),1531,paraffin_wax|paraffin_wax_block
sweet pickle,sweet_pickle,정확,1531,
Bread Crumbs,,부분(미승인),1526,bread
smooth peanut butter,smooth_peanut_butter,정확,1522,
chickens,chicken,정확(수),1522,
ready,,부분(미승인),1519,ready_to_serve_beef_broth|pillsbury_ready_made_pie_dough|ready_made_pie_crust
cool whip,cool_whip,정확,1518,
orzo pasta,orzo_pasta,정확,1517,
Angel,,부분(미승인),1516,angel_food_cake|angel_hair_pasta|angel_food_cake_mix
blueberry pie filling,blueberry_pie_filling,정확,1516,
firm tofu,firm_tofu,정확,1516,
prawns,prawn,정확(수),1512,
sweet chili sauce,sweet_chili_sauce,정확,1510,
Ground Cumin,ground_cumin,정확,1506,
almond flavoring,almond_flavoring,정확,1505,
salad,,부분(미승인),1502,italian_salad_dressing|salad_oil|salad_macaroni
wonton wrappers,wonton_wrapper,정확(수),1502,
light rum,light_rum,정확,1499,
peach,peach,정확,1498,
veal,veal,정확,1496,
orange liqueur,orange_liqueur,정확,1496,
espresso powder,espresso_powder,정확,1494,
Broccoli,broccoli,정확,1488,
Coconut Oil,coconut_oil,정확,1488,
Whole Wheat Flour,whole_wheat_flour,정확,1487,
Balsamic Vinegar,balsamic_vinegar,정확,1485,
whiskey,,부분(미승인),1483,rye_whiskey|jack_daniels_whiskey|bourbon_whiskey
baby spinach leaves,,부분(미승인),1479,spinach
DRESSING,,부분(미승인),1478,hidden_valley_original_ranch_dressing|italian_salad_dressing|kraft_zesty_italian_dressing
Dutch,,부분(미승인),1477,unsweetened_dutch_cocoa|dutch_process_cocoa|dutch_processed_cocoa_powder
cognac,cognac,정확,1476,
deli,,부분(미승인),1472,deli_corned_beef|deli_ham|deli_chicken
rice noodles,rice_noodle,정확(수),1471,
pears,pear,정확(수),1469,
candied pineapple,candied_pineapple,정확,1467,
Yogurt,yogurt,정확,1464,
pork loin chops,pork_loin_chop,정확(수),1463,
low-fat buttermilk,,부분(미승인),1461,buttermilk
Scallions,scallion,정확(수),1461,
green grapes,green_grape,정확(수),1459,
roll,roll,정확,1458,
ranch dressing,ranch_dressing,정확,1458,
almond milk,almond_milk,정확,1458,
whole wheat pastry flour,whole_wheat_pastry_flour,정확,1451,
pickles,pickle,정확(수),1449,
seasoning salt,seasoning_salt,정확,1448,
jicama,jicama,정확,1445,
pasta shells,pasta_shell,정확(수),1444,
corn starch,,부분(미승인),1443,starch|corn
mushroom stems,mushroom_stem,정확(수),1442,
blanched almonds,blanched_almond,정확(수),1437,
Katakuriko,katakuriko,정확,1433,
Gruyere cheese,gruyere_cheese,정확,1432,
Shortening,shortening,정확,1432,
red grapes,red_grape,정확(수),1429,
lemon slices,lemon_slice,정확(수),1422,
red chili powder,red_chili_powder,정확,1422,
stuffing,,부분(미승인),1421,herb_stuffing_mix|stuffing_cube|chicken_stove_top_stuffing_mix
trout,trout,정확,1420,
dill pickle,dill_pickle,정확,1414,
turmeric powder,turmeric_powder,정확,1413,
celery stalk,,부분(미승인),1411,celery
Peanuts,peanut,정확(수),1411,
strawberry gelatin,strawberry_gelatin,정확,1409,
nutritional yeast,nutritional_yeast,정확,1403,
fresh breadcrumbs,fresh_breadcrumb,정확(수),1400,
SALAD,,부분(미승인),1399,italian_salad_dressing|salad_oil|salad_macaroni
cooking apples,cooking_apple,정확(수),1398,
salt pork,salt_pork,정확,1396,
cream of chicken,,부분(미승인),1392,cream|chicken
mix,,부분(미승인),1391,herb_stuffing_mix|prepared_sweet_and_sour_mix|pistachio_pudding_mix
instant rice,,부분(미승인),1390,rice
dark sesame oil,dark_sesame_oil,정확,1389,
sweet red peppers,sweet_red_pepper,정확(수),1386,
light cream cheese,light_cream_cheese,정확,1386,
Orange,orange,정확,1382,
low-fat sour cream,,부분(미승인),1378,cream
Light Brown Sugar,light_brown_sugar,정확,1375,
parsley sprigs,parsley_sprig,정확(수),1374,
preserves,preserve,정확(수),1373,
chili flakes,chili_flake,정확(수),1370,
almond flour,almond_flour,정확,1368,
porcini mushrooms,porcini_mushroom,정확(수),1367,
choy,,부분(미승인),1367,baby_bok_choy|bok_choy|choy_sum
green chili,green_chili,정확,1366,
long-grain white rice,,부분(미승인),1363,rice
Almonds,almond,정확(수),1360,
Egg Whites,egg_white,정확(수),1359,
sweet,,부분(미승인),1357,prepared_sweet_and_sour_mix|fresh_sweet_basil_leaf|sweet_bell_pepper
xanthan gum,xanthan_gum,정확,1356,
cream of coconut,cream_of_coconut,정확,1354,
Egg Yolks,egg_yolk,정확(수),1354,
walnut halves,,부분(미승인),1348,walnut
saffron threads,saffron_thread,정확(수),1346,
frozen green peas,frozen_green_pea,정확(수),1343,
chile,chile,정확,1342,
grenadine,grenadine,정확,1341,
Greek Yogurt,greek_yogurt,정확,1338,
white syrup,white_syrup,정확,1337,
Gelatin,gelatin,정확,1333,
